Date,Adj Close,Close,High,Low,Open,Volume
2025-02-06T09:30:00,605.4998779296875,605.4998779296875,606.0499877929688,605.3900146484375,605.989990234375,1554455.0
2025-02-06T09:31:00,605.489990234375,605.489990234375,605.5900268554688,605.4299926757812,605.5,111019.0
2025-02-06T09:32:00,605.5900268554688,605.5900268554688,605.635009765625,605.4500122070312,605.489990234375,143933.0
2025-02-06T09:33:00,605.6500244140625,605.6500244140625,605.719970703125,605.5700073242188,605.6099853515625,144436.0
2025-02-06T09:34:00,605.5999755859375,605.5999755859375,605.7899780273438,605.5531005859375,605.6500244140625,89140.0
2025-02-06T09:35:00,605.489990234375,605.489990234375,605.6400146484375,605.4450073242188,605.489990234375,108907.0
2025-02-06T09:36:00,605.4158935546875,605.4158935546875,605.5499877929688,605.3699951171875,605.4158935546875,123987.0
2025-02-06T09:37:00,605.219970703125,605.219970703125,605.4199829101562,605.1099853515625,605.4199829101562,96486.0
2025-02-06T09:38:00,605.280029296875,605.280029296875,605.3300170898438,605.1199951171875,605.239990234375,71485.0
2025-02-06T09:39:00,605.219970703125,605.219970703125,605.3300170898438,605.0999755859375,605.2899780273438,66187.0
2025-02-06T09:40:00,605.4299926757812,605.4299926757812,605.4600219726562,605.1400146484375,605.219970703125,76591.0
2025-02-06T09:41:00,605.2999877929688,605.2999877929688,605.4500122070312,605.219970703125,605.4498901367188,49856.0
2025-02-06T09:42:00,605.219970703125,605.219970703125,605.3300170898438,605.2000122070312,605.219970703125,68101.0
2025-02-06T09:43:00,605.219970703125,605.219970703125,605.2999877929688,605.1799926757812,605.219970703125,41923.0
2025-02-06T09:44:00,605.6300048828125,605.6300048828125,605.6300048828125,605.2100219726562,605.2100219726562,79956.0
2025-02-06T09:45:00,605.9600219726562,605.9600219726562,605.97998046875,605.6400146484375,605.6400146484375,96934.0
2025-02-06T09:46:00,605.8699951171875,605.8699951171875,606.0999755859375,605.8400268554688,605.8699951171875,119438.0
2025-02-06T09:47:00,606.0,606.0,606.0,605.75,605.9000244140625,107496.0
2025-02-06T09:48:00,605.85498046875,605.85498046875,606.0599975585938,605.7899780273438,605.989990234375,62745.0
2025-02-06T09:49:00,605.6694946289062,605.6694946289062,605.9000244140625,605.6099853515625,605.875,50300.0
2025-02-06T09:50:00,605.489990234375,605.489990234375,605.719970703125,605.4404296875,605.6749877929688,49467.0
2025-02-06T09:51:00,605.5599975585938,605.5599975585938,605.6799926757812,605.47998046875,605.5,39837.0
2025-02-06T09:52:00,605.6950073242188,605.6950073242188,605.739990234375,605.5,605.6950073242188,62848.0
2025-02-06T09:53:00,605.6900024414062,605.6900024414062,605.8099975585938,605.6599731445312,605.6900024414062,84711.0
2025-02-06T09:54:00,605.5772705078125,605.5772705078125,605.7150268554688,605.5349731445312,605.7000122070312,49636.0
2025-02-06T09:55:00,605.280029296875,605.280029296875,605.5418701171875,605.2000122070312,605.5399780273438,90374.0
2025-02-06T09:56:00,605.3599853515625,605.3599853515625,605.4299926757812,605.3001098632812,605.3200073242188,31261.0
2025-02-06T09:57:00,605.3200073242188,605.3200073242188,605.3800048828125,605.27001953125,605.3200073242188,33831.0
2025-02-06T09:58:00,605.0399780273438,605.0399780273438,605.3300170898438,605.02001953125,605.3200073242188,48871.0
2025-02-06T09:59:00,605.2698974609375,605.2698974609375,605.2899780273438,604.9400024414062,605.2698974609375,99233.0
2025-02-06T10:00:00,605.260009765625,605.260009765625,605.2849731445312,605.1199951171875,605.219970703125,43133.0
2025-02-06T10:01:00,605.0599975585938,605.0599975585938,605.280029296875,604.989990234375,605.239990234375,50371.0
2025-02-06T10:02:00,605.0599975585938,605.0599975585938,605.0999755859375,604.9600219726562,605.0999755859375,73939.0
2025-02-06T10:03:00,605.1300048828125,605.1300048828125,605.219970703125,605.0800170898438,605.0999755859375,38480.0
2025-02-06T10:04:00,605.0499877929688,605.0499877929688,605.1900024414062,605.0,605.1199951171875,51476.0
2025-02-06T10:05:00,605.1099853515625,605.1099853515625,605.1649780273438,604.9600219726562,605.1099853515625,52532.0
2025-02-06T10:06:00,605.1400146484375,605.1400146484375,605.27001953125,605.0800170898438,605.1400146484375,49089.0
2025-02-06T10:07:00,605.1099853515625,605.1099853515625,605.16357421875,605.0401000976562,605.1400146484375,0.0
2025-02-06T10:08:00,605.3049926757812,605.3049926757812,605.3400268554688,605.0999755859375,605.1099853515625,41083.0
2025-02-06T10:09:00,605.5349731445312,605.5349731445312,605.5999755859375,605.3344116210938,605.3400268554688,66431.0
2025-02-06T10:10:00,605.4600219726562,605.4600219726562,605.5900268554688,605.4301147460938,605.510009765625,36751.0
2025-02-06T10:11:00,605.6900024414062,605.6900024414062,605.7100219726562,605.4400024414062,605.4400024414062,40501.0
2025-02-06T10:12:00,605.75,605.75,605.75,605.625,605.6900024414062,30049.0
2025-02-06T10:13:00,605.77001953125,605.77001953125,605.7999877929688,605.7000122070312,605.75,30699.0
2025-02-06T10:14:00,605.72998046875,605.72998046875,605.780029296875,605.7100219726562,605.77001953125,31977.0
2025-02-06T10:15:00,605.8900146484375,605.8900146484375,605.9199829101562,605.7349853515625,605.75,35023.0
2025-02-06T10:16:00,605.8599853515625,605.8599853515625,605.9450073242188,605.8099975585938,605.8900146484375,40466.0
2025-02-06T10:17:00,605.6599731445312,605.6599731445312,605.9091186523438,605.6599731445312,605.8499755859375,54583.0
2025-02-06T10:18:00,605.8499755859375,605.8499755859375,605.8599853515625,605.6701049804688,605.6900024414062,28321.0
2025-02-06T10:19:00,605.6699829101562,605.6699829101562,605.927490234375,605.668212890625,605.8300170898438,51026.0
2025-02-06T10:20:00,605.5700073242188,605.5700073242188,605.739990234375,605.49072265625,605.6798706054688,49527.0
2025-02-06T10:21:00,605.6400146484375,605.6400146484375,605.6400146484375,605.5499877929688,605.5800170898438,24758.0
2025-02-06T10:22:00,605.77001953125,605.77001953125,605.77001953125,605.77001953125,605.77001953125,0.0
