gatherdate,strike,expiry,timevalue,gexp,dexp,vexp,cexp,ccash,pcash,call_volume,put_volume,call_oi,put_oi
2025-02-18 14:54:22,24.0,2025-02-28,0.03968253968253968,-153.23705561449006,30.65460768667825,-0.7292118461925525,-1.2179966565198994,0.0,2321800.0,0.0,1.0,0.0,13.0
2025-02-18 14:54:22,25.0,2025-02-28,0.03968253968253968,-195.7947599526545,87.54912491984646,-0.5144232463081315,-3.47881314107134,0.0,2528999.9999999995,0.0,0.0,0.0,15.0
2025-02-18 14:54:22,29.0,2025-02-28,0.03968253968253968,-33.97118971283537,3.758373091807011,-0.1157849314551794,-0.1493288376411332,0.0,257200.0,0.0,1.0,0.0,2.0
2025-02-18 14:54:22,30.0,2025-02-28,0.03968253968253968,-194.1934833176776,55.30703426846575,-0.7521165211294137,0.6397469284326291,118600.0,1541800.0,0.0,1.0,1.0,13.0
2025-02-18 14:54:22,31.0,2025-02-28,0.03968253968253968,-102.20175525572586,8.871197009151246,-0.2905901781239632,-0.3524718190830255,0.0,543000.0,0.0,1.0,0.0,5.0
2025-02-18 14:54:22,33.0,2025-02-28,0.03968253968253968,37.249216350534084,36.236660055497886,-0.07804144783323262,1.437905736957542,88600.0,0.0,2.0,0.0,1.0,0.0
2025-02-18 14:54:22,34.0,2025-02-28,0.03968253968253968,-1672.6544415141652,110.98316420213735,-3.3465367118979246,-4.409665741695025,0.0,3930000.0,0.0,1.0,0.0,50.0
2025-02-18 14:54:22,35.0,2025-02-28,0.03968253968253968,-5023.486584161116,301.17688772666014,-8.696396267621147,-11.966663635536378,0.0,8437800.0,0.0,5.0,1e-10,123.0
2025-02-18 14:54:22,36.0,2025-02-28,0.03968253968253968,-5897.95551938442,684.1651767680671,-9.921591030616234,-5.211728028996905,468800.0,6621800.0,3.0,22.0,8.0,113.0
2025-02-18 14:54:22,37.0,2025-02-28,0.03968253968253968,-8285.184634621564,261.58635850692224,-10.137200476660446,-10.393251909977407,0.0,8845199.999999998,0.0,10.0,0.0,182.0
2025-02-18 14:54:22,38.0,2025-02-28,0.03968253968253968,-55716.724569656166,3265.7980043695366,-52.24472737708326,-129.7681052822612,0.0,22001999.999999996,0.0,2.0,0.0,570.0
2025-02-18 14:54:22,38.5,2025-02-28,0.03968253968253968,-20706.56930889988,832.4038415020167,-17.72263549112539,-23.511856111137746,134399.99999999997,6988799.999999998,1.0,10.0,4.0,208.0
2025-02-18 14:54:22,39.0,2025-02-28,0.03968253968253968,-142335.5730938603,5587.404769730915,-100.20575713168589,-217.0200112132573,57199.999999999985,30687799.999999993,1.0,17.0,2.0,1073.0
2025-02-18 14:54:22,39.5,2025-02-28,0.03968253968253968,-4248.480900217642,235.3875214851854,-2.574909512614677,-6.925970033750069,23599.999999999993,637199.9999999998,0.0,91.0,1.0,27.0
2025-02-18 14:54:22,40.0,2025-02-28,0.03968253968253968,-234670.78520741564,16286.747995904258,-115.55504288289069,-451.9722246083886,1525199.9999999995,25147199.999999993,12.0,51.0,82.0,1352.0
2025-02-18 14:54:22,40.5,2025-02-28,0.03968253968253968,-133118.92218374042,10330.263902034296,-46.03829154286222,-328.6652014269997,503199.9999999998,9737599.999999996,7.0,60.0,37.0,716.0
2025-02-18 14:54:22,41.0,2025-02-28,0.03968253968253968,-105523.10789892537,14760.17516991546,-30.286739340038864,-255.27596677250594,1401799.9999999988,5804999.999999996,8.0,200.0,163.0,675.0
2025-02-18 14:54:22,41.5,2025-02-28,0.03968253968253968,-30567.221845189546,13171.821600951707,-6.98440146186965,-49.68985130713918,914399.9999999986,1421999.9999999977,55.0,21.0,254.0,395.0
2025-02-18 14:54:22,42.0,2025-02-28,0.03968253968253968,8377.178010121315,14999.2153874726,7.9223130501646235,75.84256349443206,551600.0000000023,448000.0000000018,236.0,164.0,394.0,320.0
2025-02-18 14:54:22,42.5,2025-02-28,0.03968253968253968,24362.54057256927,7991.828299197761,11.89537864021396,111.462575378922,1760000.0000000019,742400.0000000006,17.0,26.0,275.0,116.0
2025-02-18 14:54:22,43.0,2025-02-28,0.03968253968253968,144884.0283030802,20976.30401247053,53.232068395951366,680.5680097150683,12049800.000000007,900600.0000000003,136.0,21.0,1057.0,79.0
2025-02-18 14:54:22,43.5,2025-02-28,0.03968253968253968,9282.236850424037,5820.392381715528,18.077270224916113,9.778768824042515,3001200.000000001,1771200.0000000007,55.0,50.0,183.0,108.0
2025-02-18 14:54:22,44.0,2025-02-28,0.03968253968253968,18607.931380921775,5356.990115790053,21.54054982852628,56.914731297573354,4729400.000000002,1540800.0000000005,49.0,6.0,221.0,72.0
2025-02-18 14:54:22,44.5,2025-02-28,0.03968253968253968,4888.039362159569,1941.1904873929416,8.779206839395723,6.8344405581205905,1953600.0000000005,818400.0000000002,22.0,1.0,74.0,31.0
2025-02-18 14:54:22,45.0,2025-02-28,0.03968253968253968,23293.914437291445,4958.807284420692,28.29654443703604,75.69013311357035,8132600.000000002,1632800.0000000005,116.0,3.0,259.0,52.0
2025-02-18 14:54:22,45.5,2025-02-28,0.03968253968253968,-1672.62045697486,1023.8881563752075,4.182885886810881,-26.90760614061665,509600.0000000001,1019200.0000000002,11.0,1.0,14.0,28.0
2025-02-18 14:54:22,46.0,2025-02-28,0.03968253968253968,21455.671916025905,2825.685887105166,23.50094798826771,94.76130486362888,9232200.000000002,289800.00000000006,23.0,1.0,223.0,7.0
2025-02-18 14:54:22,46.5,2025-02-28,0.03968253968253968,6827.186814979308,800.1021379534028,7.780852509297168,31.743828871322176,3387200.0,0.0,20.0,0.0,73.0,0.0
